device,country,topic,level1,level2,raw_messages,raw_users,raw_conversations,date
desktop,840,Hydraulic Oil Additives,Aerospace & Defense,Aviation Maintenance & Services,5,4,4,2025-12-01
desktop,840,Financial Management Advisory,Technology,Financial Technology,22,16,16,2025-12-01
desktop,840,PPC Tools,Technology,PropTech and Construction,264,185,198,2025-12-01
desktop,840,Christmas Themed Experience,Technology,Marketing and AdTech,19,15,17,2025-12-01
desktop,840,Part-time Job Matching,Financial Services,Real Estate Financing,5,5,5,2025-12-01
desktop,840,High School Career Guidance,Financial Services,Lending and Credit Operations,147,104,110,2025-12-01
desktop,840,Job Search Assistance (Immigration),Technology,Software Development,26,20,21,2025-12-01
desktop,840,Syllable Counter,Technology,Search and Information Discovery,4,4,4,2025-12-01
desktop,840,Video Workflow Automation,Technology,Cloud Computing,40,32,33,2025-12-01
desktop,840,Manuscript Submission and Peer Review Software,Technology,Event Management Technology,152,112,114,2025-12-01
desktop,840,AI Mockup Generation,Technology,Event Management Technology,1103,688,774,2025-12-01
desktop,840,Teacher Training Events,Technology,Educational Technology,9,9,9,2025-12-01
desktop,840,High-Performance Team Training,Technology,IoT and Smart Infrastructure,19,14,15,2025-12-01
desktop,840,AI Chat Interface,Technology,Search and Information Discovery,26,26,26,2025-12-01
desktop,840,Leadership Training & Development,Financial Services,Accounting and Auditing,35,21,24,2025-12-01
desktop,840,Google Ads Accounts,Technology,Financial Technology,24,18,19,2025-12-01
desktop,840,Intuitive Healing & Coaching,Financial Services,Retirement Planning,47,39,41,2025-12-01
desktop,840,Business Directory & Listings,Technology,Retail and E-commerce Tech,30,24,24,2025-12-01
desktop,840,Luxury Personal Shopping,Technology,Marketing and AdTech,33,25,26,2025-12-01
desktop,840,Costumes & Formal Wear,Technology,Design and 3D Technology,1,1,1,2025-12-01
desktop,840,College Commitments,Financial Services,Debt Management Services,29,17,19,2025-12-01
desktop,840,Car Cameras (Front/Rear),Technology,IoT and Smart Infrastructure,12,10,11,2025-12-01
desktop,840,Credit Building Products,Financial Services,General Financial Services & Support,22,14,15,2025-12-01
desktop,840,Data Verification,Technology,General Technology and Services,10,10,10,2025-12-01
desktop,840,Amazon Web Services (AWS),Financial Services,Regulatory Compliance Bodies,20,17,17,2025-12-01
desktop,840,Content Creator Directory,Technology,Marketing and AdTech,209,141,145,2025-12-01
desktop,840,Psychotherapy Information,Financial Services,Investment and Wealth Advisory,14,11,11,2025-12-01
desktop,840,Donation Distribution,Financial Services,Lending and Credit Operations,40,31,33,2025-12-01
desktop,840,Computer Game Reviews,Aerospace & Defense,Defense Systems,3,2,2,2025-12-01
desktop,840,Website Builder Widgets,Technology,Social Platforms,311,196,218,2025-12-01
desktop,840,Stone Bathrooms,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Digital Finance Training,Technology,Event Management Technology,10,9,10,2025-12-01
desktop,840,Quotes & Inspirational Content,Technology,Event Management Technology,104,100,101,2025-12-01
desktop,840,Employee Retention Credit Consulting,Technology,Marketing and AdTech,12,11,11,2025-12-01
desktop,840,Customizable Dashboards,Technology,Design and 3D Technology,245,171,186,2025-12-01
desktop,840,Delivery Tracking,Financial Services,Lending and Credit Operations,172,139,140,2025-12-01
desktop,840,Marketing Funnel Consulting,Technology,Energy and Environmental Tech,35,30,30,2025-12-01
desktop,840,Forms & Documents,Financial Services,Regulatory Compliance Bodies,68,50,52,2025-12-01
desktop,840,Telehealth Billing,Technology,Sports and Fitness Technology,4,3,3,2025-12-01
desktop,840,E-commerce Photography Consulting,Technology,AgriTech and FoodTech,19,15,15,2025-12-01
desktop,840,Voice Call Plans,Financial Services,Real Estate Financing,1,1,1,2025-12-01
desktop,840,Process Excellence Consulting,Financial Services,Accounting and Auditing,47,31,32,2025-12-01
desktop,840,Medical Research Data Management,Technology,Educational Technology,11,10,10,2025-12-01
desktop,840,Life Science Research Services,Technology,Scientific Research Tech,9,7,8,2025-12-01
desktop,840,Data Entry Job Listings,Financial Services,Regulatory Compliance Bodies,5,5,5,2025-12-01
desktop,840,Photography Mentorships,Technology,Social Platforms,6,4,4,2025-12-01
desktop,840,AI-powered Meeting Transcription,Financial Services,Regulatory Compliance Bodies,15,12,13,2025-12-01
desktop,840,Professional Networking & Community,Technology,Event Management Technology,46,38,38,2025-12-01
desktop,840,LLM Admissions Consulting,Aerospace & Defense,Space Technology,13,12,12,2025-12-01
desktop,840,Project Planning & Coordination,Financial Services,Financial Technology Innovation,31,25,26,2025-12-01
desktop,840,VPN Setup,Technology,IoT and Smart Infrastructure,164,69,73,2025-12-01
desktop,840,Ayurvedic Baby Care Products,Financial Services,Debt Management Services,1,1,1,2025-12-01
desktop,840,Cash Pickup Services,Financial Services,Consumer Financial Literacy,1,1,1,2025-12-01
desktop,840,Customer Success Platform,Financial Services,Payment Processing Systems,131,104,110,2025-12-01
desktop,840,Advocacy Merchandise,Technology,Cybersecurity and Identity,2,2,2,2025-12-01
desktop,840,Sales Page Builder,Technology,Cloud Computing,54,43,44,2025-12-01
desktop,840,Sustainable Land Management,Financial Services,Currency and Commodity Trading,2,2,2,2025-12-01
desktop,840,White Label Website Builder,Technology,Internet and Web Services,313,194,207,2025-12-01
desktop,840,Postgraduate Business Education,Technology,Educational Technology,70,49,54,2025-12-01
desktop,840,AI Integration Consulting,Aerospace & Defense,General Aerospace & Infrastructure,123,91,95,2025-12-01
desktop,840,AI-Powered Talent Matching,Financial Services,Lending and Credit Operations,215,141,153,2025-12-01
desktop,840,Modern Application Development,Technology,Internet and Web Services,37,32,32,2025-12-01
desktop,840,Corporate Calligraphy,Technology,Design and 3D Technology,42,34,34,2025-12-01
desktop,840,Myers-Briggs Type Indicator (MBTI) Consulting,Financial Services,Retirement Planning,41,33,34,2025-12-01
desktop,840,Industrial Electrical & Automation Engineering,Aerospace & Defense,Aviation Maintenance & Services,5,4,4,2025-12-01
desktop,840,Data Analysis,Technology,Data Analytics,284,185,199,2025-12-01
desktop,840,AI Compliance Consulting,Financial Services,Payment Processing Systems,30,18,22,2025-12-01
desktop,840,HR Systems Implementation,Technology,IoT and Smart Infrastructure,3,3,3,2025-12-01
desktop,840,Optical Tables,Technology,Design and 3D Technology,21,16,16,2025-12-01
desktop,840,Retail Market Analysis,Financial Services,Retirement Planning,3,2,2,2025-12-01
desktop,840,Analytics & Tracking,Technology,PropTech and Construction,221,144,157,2025-12-01
desktop,840,Deliberative Democracy Consulting,Financial Services,Regulatory Compliance Bodies,25,18,19,2025-12-01
desktop,840,Education Sciences Programs,Technology,Search and Information Discovery,36,25,25,2025-12-01
desktop,840,Venture Studio Services,Technology,Marketing and AdTech,193,146,153,2025-12-01
desktop,840,ROS Development,Technology,Blockchain and Cryptocurrency,1,1,1,2025-12-01
desktop,840,Community Collaboration,Financial Services,General Financial Services & Support,14,12,13,2025-12-01
desktop,840,Infusion Equipment,Technology,PropTech and Construction,1,1,1,2025-12-01
desktop,840,Large Handbags,Technology,Blockchain and Cryptocurrency,3,3,3,2025-12-01
desktop,840,Blockchain Ecosystem Development,Technology,Software Development,7,4,4,2025-12-01
desktop,840,Data & Insights Services,Technology,Event Management Technology,112,79,84,2025-12-01
desktop,840,Finance & Management Training,Technology,Financial Technology,70,55,55,2025-12-01
desktop,840,Hackathon Platform,Financial Services,Retirement Planning,7,7,7,2025-12-01
desktop,840,Regulatory Compliance Verification,Financial Services,Payment Processing Systems,69,46,52,2025-12-01
desktop,840,Disk Drives,Aerospace & Defense,Defense Systems,7,4,5,2025-12-01
desktop,840,Billing & Subscription Management Software,Technology,Internet and Web Services,27,22,23,2025-12-01
desktop,840,Primary School English Tutoring,Technology,Educational Technology,15,8,9,2025-12-01
desktop,840,Unboxing Video Production,Technology,Social Platforms,67,59,59,2025-12-01
desktop,840,Essay Coaching,Technology,Telecommunications and Networking,4,4,4,2025-12-01
desktop,840,Fragrance Ingredients,Technology,Blockchain and Cryptocurrency,3,2,2,2025-12-01
desktop,840,Religious Education & Outreach,Technology,Event Management Technology,2,2,2,2025-12-01
desktop,840,Digital Marketing Agency Network,Technology,IT Services and Support,144,104,108,2025-12-01
desktop,840,Snowmobile Trail Permits,Technology,Mobility and Logistics,5,5,5,2025-12-01
desktop,840,"Governance, Risk, and Compliance (GRC) Solutions",Technology,Travel and Hospitality Technology,129,74,84,2025-12-01
desktop,840,Civic Engagement Support,Technology,Social Platforms,48,32,34,2025-12-01
desktop,840,3D Emblems,Technology,Design and 3D Technology,51,42,44,2025-12-01
desktop,840,High-Intensity Laser Therapy,Technology,Sports and Fitness Technology,3,3,3,2025-12-01
desktop,840,Personal Debt Solutions,Financial Services,Real Estate Financing,56,35,35,2025-12-01
desktop,840,Customer Payment Portal,Financial Services,Real Estate Financing,26,24,25,2025-12-01
desktop,840,AI Tools for Education,Technology,Cloud Computing,12,9,9,2025-12-01
desktop,840,Health Awareness Campaigns,Financial Services,Lending and Credit Operations,1,1,1,2025-12-01
desktop,840,Fertility Diagnostics,Aerospace & Defense,Space Technology,3,2,3,2025-12-01
desktop,840,Product Image Creation,Technology,AgriTech and FoodTech,47,38,41,2025-12-01
desktop,840,B2B Customer Acquisition,Financial Services,Accounting and Auditing,129,99,103,2025-12-01
desktop,840,Hemp Pet Products,Technology,Marketing and AdTech,3,3,3,2025-12-01
desktop,840,Target Audience Selection,Technology,Data Analytics,112,78,84,2025-12-01
desktop,840,Culturally Responsive Education,Technology,Educational Technology,129,75,80,2025-12-01
desktop,840,Fleet Maintenance Supplies,Aerospace & Defense,Aviation Maintenance & Services,2,2,2,2025-12-01
desktop,840,Optical Repair Services,Aerospace & Defense,Aerospace Parts & Systems,5,2,2,2025-12-01
desktop,840,Air Purifier Accessories,Aerospace & Defense,Aerospace Parts & Systems,23,14,14,2025-12-01
desktop,840,PDF Hosting,Technology,Design and 3D Technology,76,69,70,2025-12-01
desktop,840,Fiscal Intelligence,Financial Services,Financial Technology Innovation,34,31,31,2025-12-01
desktop,840,KPI Dashboards,Technology,Data Analytics,680,375,408,2025-12-01
desktop,840,Branding & Naming Services,Technology,Design and 3D Technology,192,119,122,2025-12-01
desktop,840,On-Demand HR Support,Financial Services,Payment Processing Systems,99,76,81,2025-12-01
desktop,840,IT Equipment Decommissioning,Financial Services,Consumer Financial Literacy,1,1,1,2025-12-01
desktop,840,Risk Management Framework (RMF) Consulting,Technology,Hardware and Electronics,1,1,1,2025-12-01
desktop,840,Promotional Fares,Technology,Marketing and AdTech,112,87,87,2025-12-01
desktop,840,Cross-Cultural Leadership Consulting,Financial Services,Investment Banking and Capital Markets,78,56,56,2025-12-01
desktop,840,Payment Processing for Merchants,Technology,Internet and Web Services,47,36,39,2025-12-01
desktop,840,Investor Cash Flow Loans,Technology,Travel and Hospitality Technology,5,5,5,2025-12-01
desktop,840,Lighting Information,Technology,Retail and E-commerce Tech,15,15,15,2025-12-01
desktop,840,4G/5G Routers,Technology,IoT and Smart Infrastructure,132,64,68,2025-12-01
desktop,840,Startup Ecosystem Information,Financial Services,Investment and Wealth Advisory,42,34,36,2025-12-01
desktop,840,Website Planning & Consulting,Technology,Government Technology,20,15,15,2025-12-01
desktop,840,Train Food Delivery,Technology,Event Management Technology,27,18,19,2025-12-01
desktop,840,Writing Discussions,Technology,Gaming and Immersive Tech,3,3,3,2025-12-01
desktop,840,Digitalization Consulting for Healthcare,Financial Services,Investment and Wealth Advisory,27,19,19,2025-12-01
desktop,840,Locates/Skip Tracing,Financial Services,Accounting and Auditing,9,7,7,2025-12-01
desktop,840,Online Music Radio,Technology,IT Services and Support,4,2,2,2025-12-01
desktop,840,Farm Calls,Technology,AgriTech and FoodTech,12,9,9,2025-12-01
desktop,840,Multimedia Campaign Management,Financial Services,Currency and Commodity Trading,12,12,12,2025-12-01
desktop,840,Webflow Templates,Technology,Retail and E-commerce Tech,796,430,481,2025-12-01
desktop,840,Travel Gifts,Technology,Hardware and Electronics,34,29,29,2025-12-01
desktop,840,Real Estate Financial Modeling Software,Technology,Data Analytics,38,28,30,2025-12-01
desktop,840,Titanium Bolts,Aerospace & Defense,Aviation Maintenance & Services,5,5,5,2025-12-01
desktop,840,Global Shipping,Technology,Retail and E-commerce Tech,140,97,103,2025-12-01
desktop,840,Private Limited Company Registration,Financial Services,Lending and Credit Operations,26,22,23,2025-12-01
desktop,840,Emotional and Behavioral Assessments,Technology,Educational Technology,43,32,33,2025-12-01
desktop,840,IPO Information & Analysis,Financial Services,Regulatory Compliance Bodies,73,50,52,2025-12-01
desktop,840,Software Frameworks,Technology,Hardware and Electronics,1,1,1,2025-12-01
desktop,840,Stencil Fonts,Technology,Travel and Hospitality Technology,16,13,13,2025-12-01
desktop,840,Dark Retreats,Technology,IoT and Smart Infrastructure,8,8,8,2025-12-01
desktop,840,Flash Sales,Technology,Internet and Web Services,90,76,77,2025-12-01
desktop,840,Trading Simulation Software,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,SIM Card Readers,Technology,Hardware and Electronics,13,6,6,2025-12-01
desktop,840,Aggregate Analysis,Financial Services,Consumer Financial Literacy,42,31,33,2025-12-01
desktop,840,Live Streaming Talent Management,Technology,Travel and Hospitality Technology,36,28,30,2025-12-01
desktop,840,Party Supplements,Aerospace & Defense,Unmanned Systems,1,1,1,2025-12-01
desktop,840,Funding Opportunity Aggregation,Technology,Marketing and AdTech,52,45,46,2025-12-01
desktop,840,Management System Documentation,Technology,Software Solutions,11,11,11,2025-12-01
desktop,840,Custom Bottle Printing,Technology,Hardware and Electronics,5,5,5,2025-12-01
desktop,840,Custom Tile Murals,Technology,Design and 3D Technology,14,9,9,2025-12-01
desktop,840,Institutional Investment Solutions,Technology,Sports and Fitness Technology,26,13,14,2025-12-01
desktop,840,Healthcare Transparency,Financial Services,Accounting and Auditing,16,14,14,2025-12-01
desktop,840,Exhibition & Conference Management,Technology,Industrial Manufacturing and Robotics,3,3,3,2025-12-01
desktop,840,AI-powered Content Creation Software,Technology,Government Technology,17,17,17,2025-12-01
desktop,840,Crane & Rigging Services,Technology,Design and 3D Technology,6,2,2,2025-12-01
desktop,840,Humanitarian Art Projects,Technology,Social Platforms,3,3,3,2025-12-01
desktop,840,Know Your Business (KYB) Solutions,Technology,Geospatial Technology,19,16,16,2025-12-01
desktop,840,Custom Pipe Manufacturing,Aerospace & Defense,Aerospace Parts & Systems,4,2,2,2025-12-01
desktop,840,Klaviyo Email Marketing,Financial Services,Accounting and Auditing,92,75,79,2025-12-01
desktop,840,Mastering Courses,Technology,IT Services and Support,15,10,10,2025-12-01
desktop,840,Evidence Generation Consulting,Financial Services,Investment Banking and Capital Markets,5,4,5,2025-12-01
desktop,840,Wheel Coatings,Aerospace & Defense,Aerospace Parts & Systems,3,2,2,2025-12-01
desktop,840,Trade Finance Information,Technology,Mobility and Logistics,17,15,15,2025-12-01
desktop,840,ServiceNow Managed Services,Technology,Blockchain and Cryptocurrency,4,4,4,2025-12-01
desktop,840,Advertising Analytics Software,Financial Services,Payment Processing Systems,18,18,18,2025-12-01
desktop,840,Beach Game Rental,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,Palms,Financial Services,Regulatory Compliance Bodies,2,2,2,2025-12-01
desktop,840,Angel Reading,Technology,Design and 3D Technology,22,17,21,2025-12-01
desktop,840,Wellness Cafe,Technology,Social Platforms,19,19,19,2025-12-01
desktop,840,Beverage Crate Racks,Financial Services,Retail and Commercial Banking,10,6,6,2025-12-01
desktop,840,Indigenous Partnerships,Aerospace & Defense,Defense Systems,5,5,5,2025-12-01
desktop,840,Accounting System Setup & Support,Technology,Mobility and Logistics,14,9,9,2025-12-01
desktop,840,Care Planning Resources,Financial Services,Debt Management Services,33,18,18,2025-12-01
desktop,840,E-commerce Analytics Training,Technology,Digital Media and Content,73,61,63,2025-12-01
desktop,840,Cross-Cultural Leadership Training,Financial Services,Investment and Wealth Advisory,18,14,14,2025-12-01
desktop,840,Women's Grooming Products,Technology,Retail and E-commerce Tech,13,11,11,2025-12-01
desktop,840,ERP Consulting,Technology,General Technology and Services,55,43,44,2025-12-01
desktop,840,Spend Analytics Software,Financial Services,Accounting and Auditing,102,66,72,2025-12-01
desktop,840,Bag-in-Box Fillers,Technology,Healthcare Technology,2,1,1,2025-12-01
desktop,840,Legal & Estate Planning Assistance,Financial Services,Accounting and Auditing,52,35,36,2025-12-01
desktop,840,High Protein Drinks,Technology,Mobility and Logistics,16,12,12,2025-12-01
desktop,840,iPhone Skins,Technology,Internet and Web Services,2,1,1,2025-12-01
desktop,840,Smart Business Automation,Financial Services,Payment Processing Systems,131,89,103,2025-12-01
desktop,840,Backlink Generator,Financial Services,General Financial Services & Support,12,11,11,2025-12-01
desktop,840,Talent Acquisition Outsourcing,Technology,IT Services and Support,60,47,48,2025-12-01
desktop,840,Craftsmanship Promotion,Technology,Aerospace and Defense,1,1,1,2025-12-01
desktop,840,Investor Lead Generation,Aerospace & Defense,Aerospace Parts & Systems,20,17,17,2025-12-01
desktop,840,Organizational Advisory,Financial Services,Lending and Credit Operations,20,18,18,2025-12-01
desktop,840,Resume Builder Software,Technology,Scientific Research Tech,212,138,147,2025-12-01
desktop,840,Contemporary Fashion,Financial Services,Consumer Financial Literacy,5,5,5,2025-12-01
desktop,840,On-site SEO,Technology,Digital Media and Content,170,111,121,2025-12-01
desktop,840,Streamlined Filing Procedures,Financial Services,Lending and Credit Operations,18,13,13,2025-12-01
desktop,840,Truck Driving Lessons (C),Technology,Mobility and Logistics,30,19,21,2025-12-01
desktop,840,Custom Pocket Mirrors,Technology,Digital Media and Content,2,2,2,2025-12-01
desktop,840,No-Code Development Resources,Financial Services,Lending and Credit Operations,17,13,13,2025-12-01
desktop,840,Network & Security Consulting,Aerospace & Defense,Aerospace Parts & Systems,8,6,6,2025-12-01
desktop,840,Creative Talent Agency,Technology,Social Platforms,18,14,14,2025-12-01
desktop,840,Options Trading Software,Technology,PropTech and Construction,88,49,51,2025-12-01
desktop,840,Confined Space Management,Technology,Industrial Manufacturing and Robotics,1,1,1,2025-12-01
desktop,840,Wedding Second Party Planning,Financial Services,Investment and Wealth Advisory,13,10,11,2025-12-01
desktop,840,3D Model Library,Technology,Software Development,2,2,2,2025-12-01
desktop,840,SaaS Financial Modeling,Technology,Gaming and Immersive Tech,51,41,43,2025-12-01
desktop,840,Journal Entry Automation,Financial Services,Regulatory Compliance Bodies,8,5,5,2025-12-01
desktop,840,Collaborative Art Programs,Technology,Event Management Technology,43,24,24,2025-12-01
desktop,840,SVG Digital Designs,Aerospace & Defense,Unmanned Systems,15,10,10,2025-12-01
desktop,840,NFT Projects,Technology,AgriTech and FoodTech,6,3,3,2025-12-01
desktop,840,AI Model Orchestration,Technology,Marketing and AdTech,228,154,170,2025-12-01
desktop,840,Charitable Work Promotion,Financial Services,Lending and Credit Operations,18,16,16,2025-12-01
desktop,840,Evidence-Based Program Development,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,Application Process Guidance,Technology,Event Management Technology,117,92,93,2025-12-01
desktop,840,Strategic Framework Development,Technology,Event Management Technology,102,76,79,2025-12-01
desktop,840,Quality Control & Supervision,Technology,Healthcare Technology,21,9,9,2025-12-01
desktop,840,Spyware Reviews,Technology,Cybersecurity and Identity,17,8,9,2025-12-01
desktop,840,Campaign Design & Management,Financial Services,Lending and Credit Operations,150,113,120,2025-12-01
desktop,840,Mobile Office Conversions,Financial Services,Investment Banking and Capital Markets,1,1,1,2025-12-01
desktop,840,Heating System Engineering,Financial Services,Lending and Credit Operations,1,1,1,2025-12-01
desktop,840,Custom Domain Management,Technology,General Technology and Services,21,19,19,2025-12-01
desktop,840,Google Business Management,Technology,Event Management Technology,97,77,81,2025-12-01
desktop,840,Data Science Consulting,Technology,Software Development,24,22,23,2025-12-01
desktop,840,Peer-to-Peer Fundraising,Financial Services,Lending and Credit Operations,68,41,44,2025-12-01
desktop,840,Dental Ceramics Training,Technology,PropTech and Construction,2,2,2,2025-12-01
desktop,840,Generative AI Workflows,Technology,Geospatial Technology,300,202,224,2025-12-01
desktop,840,LGBTQ+ Support,Technology,Search and Information Discovery,8,7,7,2025-12-01
desktop,840,Visualisation,Technology,IoT and Smart Infrastructure,30,24,24,2025-12-01
desktop,840,B2B Intent Data,Technology,PropTech and Construction,175,134,142,2025-12-01
desktop,840,Data Science Education,Technology,Marketing and AdTech,26,17,18,2025-12-01
desktop,840,Pre-Sales Consulting,Financial Services,Retail and Commercial Banking,42,36,36,2025-12-01
desktop,840,Garden Bags,Technology,PropTech and Construction,1,1,1,2025-12-01
desktop,840,Glossaries,Financial Services,Debt Management Services,46,36,37,2025-12-01
desktop,840,Automated Sales Funnel Development,Technology,IT Services and Support,119,90,93,2025-12-01
desktop,840,Laser Cutting & Bending Services,Technology,PropTech and Construction,21,14,14,2025-12-01
desktop,840,Reinforced Cardboard Boxes,Technology,Consumer Electronics and Personal Computing,1,1,1,2025-12-01
desktop,840,Sports History & Statistics,Technology,Internet and Web Services,4,3,3,2025-12-01
desktop,840,Fertility Solutions,Aerospace & Defense,Space Technology,3,3,3,2025-12-01
desktop,840,Driving Under Influence Defense,Financial Services,Regulatory Compliance Bodies,4,4,4,2025-12-01
desktop,840,AI Cost Management,Technology,IT Services and Support,43,38,40,2025-12-01
desktop,840,Aviation Personnel Training,Technology,Financial Technology,2,2,2,2025-12-01
desktop,840,Wireless Headphones,Technology,Hardware and Electronics,112,80,83,2025-12-01
desktop,840,Power Modules,Technology,IT Services and Support,4,4,4,2025-12-01
desktop,840,Game Server Monitoring,Technology,Cloud Computing,10,8,8,2025-12-01
desktop,840,Videomaking Services,Technology,Social Platforms,145,118,122,2025-12-01
desktop,840,Performance Fuel Systems,Aerospace & Defense,Aerospace Engineering,17,5,6,2025-12-01
desktop,840,Workplace Happiness Consulting,Financial Services,Lending and Credit Operations,26,24,24,2025-12-01
desktop,840,Mobile Messaging App,Financial Services,Lending and Credit Operations,20,19,19,2025-12-01
desktop,840,Software Simulation,Technology,Artificial Intelligence,5,3,3,2025-12-01
desktop,840,Health Cloud Consulting,Financial Services,Financial Data Analytics,25,21,21,2025-12-01
desktop,840,Streamers & DACs,Technology,IoT and Smart Infrastructure,11,9,9,2025-12-01
desktop,840,Engineering Job Board,Technology,Event Management Technology,64,47,47,2025-12-01
desktop,840,Bookkeeping & Administration,Technology,PropTech and Construction,21,15,16,2025-12-01
desktop,840,Driving Safety Information,Technology,IoT and Smart Infrastructure,5,5,5,2025-12-01
desktop,840,IT Skill Development,Technology,Internet and Web Services,20,19,19,2025-12-01
desktop,840,Long-Form Video Production,Financial Services,Real Estate Financing,9,7,8,2025-12-01
desktop,840,Waitlist Management Software,Technology,Retail and E-commerce Tech,5,5,5,2025-12-01
desktop,840,White-Label Software Solutions,Technology,Educational Technology,3,3,3,2025-12-01
desktop,840,Crypto-to-Fiat Off-Ramp,Technology,Retail and E-commerce Tech,114,72,82,2025-12-01
desktop,840,Risk Analytics Consulting,Financial Services,Regulatory Compliance Bodies,17,12,12,2025-12-01
desktop,840,Support Group Hosting,Financial Services,Lending and Credit Operations,7,7,7,2025-12-01
desktop,840,Career Guidance Software,Technology,Search and Information Discovery,130,95,101,2025-12-01
desktop,840,Flutter Development,Financial Services,Financial Technology Innovation,38,33,33,2025-12-01
desktop,840,UAV Communication Systems,Technology,Design and 3D Technology,7,3,4,2025-12-01
desktop,840,AI Tools & Trends,Technology,Cybersecurity and Identity,77,66,70,2025-12-01
desktop,840,Muscle Relief Products,Financial Services,Insurance Solutions,5,5,5,2025-12-01
desktop,840,E-commerce Platform Integration,Technology,IT Services and Support,71,57,57,2025-12-01
desktop,840,Industrial Network Installation,Technology,IoT and Smart Infrastructure,7,7,7,2025-12-01
desktop,840,Public Procurement Statistics,Technology,PropTech and Construction,1,1,1,2025-12-01
desktop,840,Engineering & Prototyping Services,Technology,Scientific Research Tech,28,17,19,2025-12-01
desktop,840,Reclaimed Building Materials,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Clothes Hooks,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,Online Medication Guidance,Technology,Retail and E-commerce Tech,20,16,16,2025-12-01
desktop,840,Truck Repair & Servicing,Technology,General Technology and Services,2,2,2,2025-12-01
desktop,840,Birdhouse Accessories,Aerospace & Defense,Unmanned Systems,4,4,4,2025-12-01
desktop,840,AI-Powered Database Tools,Technology,Software Solutions,106,78,83,2025-12-01
desktop,840,Data Privacy Solutions,Technology,IT Services and Support,46,34,36,2025-12-01
desktop,840,Web3 Marketing,Technology,Digital Media and Content,48,41,42,2025-12-01
desktop,840,Retention Marketing Services,Technology,Sports and Fitness Technology,17,13,15,2025-12-01
desktop,840,Member Engagement Platform,Technology,Software Solutions,6,5,5,2025-12-01
desktop,840,Digital Signage News,Financial Services,Regulatory Compliance Bodies,18,14,14,2025-12-01
desktop,840,Stock Loans,Financial Services,Lending and Credit Operations,91,47,47,2025-12-01
desktop,840,Team Building Coaching,Technology,Travel and Hospitality Technology,46,35,37,2025-12-01
desktop,840,Credit as a Service (CaaS),Financial Services,Debt Management Services,123,86,89,2025-12-01
desktop,840,Autonomous Vehicle Sensors,Technology,Scientific Research Tech,13,10,10,2025-12-01
desktop,840,Content Creation for Ads,Financial Services,Financial Technology Innovation,88,74,76,2025-12-01
desktop,840,UCC Filing Services,Aerospace & Defense,Aerospace Parts & Systems,7,6,7,2025-12-01
desktop,840,Psycho-Emotional Coaching,Technology,Social Platforms,58,45,45,2025-12-01
desktop,840,VoIP & Telephony Solutions,Technology,Mobility and Logistics,21,17,17,2025-12-01
desktop,840,Product Cost Optimization Consulting,Technology,Software Solutions,96,81,88,2025-12-01
desktop,840,Adjustable Caps,Technology,Design and 3D Technology,12,11,11,2025-12-01
desktop,840,Decentralized Finance (DeFi) Infrastructure,Technology,Telecommunications and Networking,20,13,14,2025-12-01
desktop,840,Drone Control Systems,Technology,Energy and Environmental Tech,12,11,12,2025-12-01
desktop,840,Embedded Electronics Design,Technology,AgriTech and FoodTech,7,4,4,2025-12-01
desktop,840,AI-powered Sales Optimization,Technology,General Technology and Services,52,35,36,2025-12-01
desktop,840,Data Integration & ETL,Technology,Aerospace and Defense,9,8,8,2025-12-01
desktop,840,Entrepreneurship Workshops,Financial Services,Investment and Wealth Advisory,33,27,28,2025-12-01
desktop,840,Sports Performance Enhancement,Technology,Sports and Fitness Technology,35,28,28,2025-12-01
desktop,840,Model Training & Education,Technology,General Technology and Services,16,13,13,2025-12-01
desktop,840,Custom Printed Apparel,Technology,Retail and E-commerce Tech,44,29,30,2025-12-01
desktop,840,Tender Platform,Technology,PropTech and Construction,17,17,17,2025-12-01
desktop,840,Social Chat,Financial Services,General Financial Services & Support,85,76,78,2025-12-01
desktop,840,Brand Management Services,Technology,Financial Technology,2,2,2,2025-12-01
desktop,840,Chapter Management Software,Technology,Software Development,8,7,7,2025-12-01
desktop,840,Date Coders,Technology,Cloud Computing,20,19,19,2025-12-01
desktop,840,GPS & Rangefinders,Aerospace & Defense,Space Technology,25,19,19,2025-12-01
desktop,840,Mental Health Policy Research,Technology,Search and Information Discovery,52,38,40,2025-12-01
desktop,840,Football Playbooks,Technology,Mobility and Logistics,26,14,17,2025-12-01
desktop,840,Research & Evidence Generation,Technology,Search and Information Discovery,68,52,55,2025-12-01
desktop,840,Leisure Horses,Aerospace & Defense,Aerospace Parts & Systems,1,1,1,2025-12-01
desktop,840,YouTube Marketing,Technology,Scientific Research Tech,16,15,15,2025-12-01
desktop,840,Benefit Management Software,Technology,Cloud Computing,5,5,5,2025-12-01
desktop,840,Recessed LED Profiles,Technology,Retail and E-commerce Tech,9,7,7,2025-12-01
desktop,840,Magic Merchandise,Technology,Search and Information Discovery,2,2,2,2025-12-01
